Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
1204,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:06:09 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Bad,"2800 ms",config.xlsx,L_13_V80_30.mp4,69,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,5609,40.16,5cd083548702e10018e3b0a5
1205,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:06:09 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Fair,"2600 ms",config.xlsx,S_5_V80_30.mp4,12,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1687,4.25,5c2ff627407f1b0001f43f31
1206,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:06:24 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Poor,"1900 ms",config.xlsx,S_3_V30_80.mp4,6,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,2341,4.46,653fc00d3035a31db0314c28
1207,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:06:32 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Excellent,"2600 ms",config.xlsx,S_2_V100_50.mp4,5,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8738,25.27,601ab3dd36aef03452cd91d3
1208,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:06:32 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Fair,"2500 ms",config.xlsx,S_9_V30_80.mp4,20,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1935,4.62,5cd083548702e10018e3b0a5
1209,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:06:33 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Excellent,"1900 ms",config.xlsx,S_8_V50_100.mp4,18,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,19886,47.53,5c2ff627407f1b0001f43f31
1210,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:06:34 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"25000 ms",config.xlsx,S_13_V80_30.mp4,30,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2970,7.10,66cf266fa56d41c1f8dc32ad
1211,2e41be02ba63c31d73dbd774f88721a1,"Wednesday 19th of March 2025 10:06:40 AM UTC",Portugal,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"Cars, automotive",Poor,"1000 ms",config.xlsx,L_1_V80_30.mp4,61,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,3309,23.86,5ec2c14f488b5c0d146da2f9
1212,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:06:42 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Poor,"1300 ms",config.xlsx,S_3_V80_30.mp4,7,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,2354,4.49,653fc00d3035a31db0314c28
1213,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:06:54 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Poor,"2600 ms",config.xlsx,L_7_V80_30.mp4,65,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,605,4.33,675b566662337f54d9e25c18
1214,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:06:55 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Bad,"2200 ms",config.xlsx,S_10_V100_50.mp4,24,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,40078,95.80,5cd083548702e10018e3b0a5
1215,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:06:58 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Excellent,"2700 ms",config.xlsx,S_9_V30_80.mp4,20,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1935,4.62,66cf266fa56d41c1f8dc32ad
1216,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:07:01 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Poor,"1600 ms",config.xlsx,S_16_V30_80.mp4,36,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1903,4.55,601ab3dd36aef03452cd91d3
1217,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:07:04 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Good,"1800 ms",config.xlsx,S_10_V50_100.mp4,23,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,32503,77.69,653fc00d3035a31db0314c28
1218,41d7061bedf044b5e3364540533af5e4,"Wednesday 19th of March 2025 10:07:11 AM UTC",Mexico,"19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"3300 ms",config.xlsx,L_26_V100_50.mp4,78,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,42794,306.39,6672fea3fe6378e257b6ef25
1219,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:07:11 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Fair,"1600 ms",config.xlsx,L_8_V100_50.mp4,66,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,17100,122.43,65fafe2b603298c26c3b4476
1220,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:07:17 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Fair,"1500 ms",config.xlsx,S_23_V80_30.mp4,54,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1513,3.62,5cd083548702e10018e3b0a5
1221,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:07:27 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Fair,"1500 ms",config.xlsx,S_24_V100_50.mp4,56,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,11258,26.91,653fc00d3035a31db0314c28
1222,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:07:27 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Bad,"3300 ms",config.xlsx,S_14_V80_30.mp4,31,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,5947,14.21,601ab3dd36aef03452cd91d3
1223,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:07:38 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Good,"1300 ms",config.xlsx,S_12_V30_80.mp4,27,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3583,8.56,65fafe2b603298c26c3b4476
1224,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:07:39 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Poor,"5200 ms",config.xlsx,L_19_V80_30.mp4,73,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2271,16.26,5c2ff627407f1b0001f43f31
1225,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:07:53 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Fair,"4000 ms",config.xlsx,L_25_V80_30.mp4,77,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1556,10.05,675b566662337f54d9e25c18
1226,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:07:57 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Fair,"7000 ms",config.xlsx,S_22_V30_80.mp4,50,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,6846,16.36,601ab3dd36aef03452cd91d3
1227,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:07:57 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"3900 ms",config.xlsx,L_14_V100_50.mp4,70,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,29812,192.57,66cf266fa56d41c1f8dc32ad
1228,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:08:10 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Good,"9700 ms",config.xlsx,S_7_V80_30.mp4,16,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,877,2.10,5c2ff627407f1b0001f43f31
1229,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:08:14 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Good,"1900 ms",config.xlsx,L_2_V100_50.mp4,62,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7423,47.85,5cd083548702e10018e3b0a5
1230,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:08:16 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"3700 ms",config.xlsx,S_25_V30_80.mp4,57,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1441,2.33,66cf266fa56d41c1f8dc32ad
1231,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:08:17 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Good,"2900 ms",config.xlsx,S_9_V30_80.mp4,20,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1935,4.62,675b566662337f54d9e25c18
1232,41d7061bedf044b5e3364540533af5e4,"Wednesday 19th of March 2025 10:08:20 AM UTC",Mexico,"19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"4200 ms",config.xlsx,L_29_V50_100.mp4,80,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,35119,251.44,6672fea3fe6378e257b6ef25
1233,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:08:22 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Good,"1700 ms",config.xlsx,S_23_V80_30.mp4,54,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1513,3.62,601ab3dd36aef03452cd91d3
1234,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:08:30 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Fair,"2400 ms",config.xlsx,L_13_V80_30.mp4,69,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,5609,40.16,653fc00d3035a31db0314c28
1235,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:08:40 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Excellent,"1800 ms",config.xlsx,S_14_V50_100.mp4,32,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,21543,51.50,675b566662337f54d9e25c18
1236,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:08:40 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Excellent,"3000 ms",config.xlsx,S_17_V80_30.mp4,40,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7438,17.78,66cf266fa56d41c1f8dc32ad
1237,41d7061bedf044b5e3364540533af5e4,"Wednesday 19th of March 2025 10:08:43 AM UTC",Mexico,"19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"1000 ms",config.xlsx,S_14_V80_30.mp4,31,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,5947,14.21,6672fea3fe6378e257b6ef25
1238,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:08:48 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Good,"2900 ms",config.xlsx,S_17_V80_30.mp4,40,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7438,17.78,601ab3dd36aef03452cd91d3
1239,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:08:53 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Good,"2600 ms",config.xlsx,L_23_V50_100.mp4,76,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,22404,160.40,65fafe2b603298c26c3b4476
1240,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:08:54 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Good,"2100 ms",config.xlsx,S_20_V80_30.mp4,45,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,120,16:9,5419,12.95,653fc00d3035a31db0314c28
1241,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:09:09 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Fair,"8100 ms",config.xlsx,S_15_V30_80.mp4,34,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,5511,13.17,675b566662337f54d9e25c18
1242,41d7061bedf044b5e3364540533af5e4,"Wednesday 19th of March 2025 10:09:13 AM UTC",Mexico,"19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Poor,"1600 ms",config.xlsx,S_1_V80_30.mp4,2,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2233,6.56,6672fea3fe6378e257b6ef25
1243,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:09:14 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Good,"2900 ms",config.xlsx,S_9_V80_30.mp4,21,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1959,4.68,601ab3dd36aef03452cd91d3
1244,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:09:17 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Bad,"2400 ms",config.xlsx,L_4_V30_80.mp4,63,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,918,6.57,5cd083548702e10018e3b0a5
1245,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:09:17 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Good,"5700 ms",config.xlsx,L_26_V100_50.mp4,78,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,42794,306.39,5c2ff627407f1b0001f43f31
1246,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:09:18 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Good,"2600 ms",config.xlsx,S_18_V50_100.mp4,41,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,19965,47.72,653fc00d3035a31db0314c28
1247,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:09:25 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Good,"1700 ms",config.xlsx,S_10_V50_100.mp4,23,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,32503,77.69,65fafe2b603298c26c3b4476
1248,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:09:38 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Good,"4100 ms",config.xlsx,S_2_V100_50.mp4,5,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8738,25.27,675b566662337f54d9e25c18
1249,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:09:40 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Excellent,"4700 ms",config.xlsx,S_4_V100_50.mp4,10,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,,,601ab3dd36aef03452cd91d3
1250,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:09:41 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Poor,"3200 ms",config.xlsx,S_7_V30_80.mp4,15,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2181,5.21,5cd083548702e10018e3b0a5
1251,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:09:42 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Poor,"2500 ms",config.xlsx,S_9_V80_30.mp4,21,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,120,16:9,1959,4.68,653fc00d3035a31db0314c28
1252,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:09:57 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Excellent,"3900 ms",config.xlsx,S_6_V50_100.mp4,13,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,11254,25.60,65fafe2b603298c26c3b4476
1253,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:09:59 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Fair,"1000 ms",config.xlsx,S_3_V50_100.mp4,8,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8236,15.70,5cd083548702e10018e3b0a5
1254,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:10:00 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Bad,"1200 ms",config.xlsx,S_25_V80_30.mp4,58,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1162,1.88,601ab3dd36aef03452cd91d3
1255,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:10:01 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Good,"2400 ms",config.xlsx,S_18_V50_100.mp4,41,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,19965,47.72,675b566662337f54d9e25c18
1256,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:10:05 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Poor,"2300 ms",config.xlsx,S_21_V30_80.mp4,48,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,4624,11.05,653fc00d3035a31db0314c28
1257,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:10:05 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"23700 ms",config.xlsx,L_26_V100_50.mp4,78,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,42794,306.39,66cf266fa56d41c1f8dc32ad
1258,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:10:21 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Bad,"2700 ms",config.xlsx,L_4_V30_80.mp4,63,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,918,6.57,5c2ff627407f1b0001f43f31
1259,41d7061bedf044b5e3364540533af5e4,"Wednesday 19th of March 2025 10:10:22 AM UTC",Mexico,"19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"4100 ms",config.xlsx,L_11_V50_100.mp4,68,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,187,16:9,27807,199.09,6672fea3fe6378e257b6ef25
1260,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:10:23 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Fair,"2600 ms",config.xlsx,S_23_V30_80.mp4,53,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1902,4.55,5cd083548702e10018e3b0a5
1261,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:10:23 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Excellent,"2000 ms",config.xlsx,S_15_V80_30.mp4,35,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,,,65fafe2b603298c26c3b4476
1262,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:10:27 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Fair,"3000 ms",config.xlsx,S_6_V100_50.mp4,14,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,12952,29.46,653fc00d3035a31db0314c28
1263,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:10:30 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Good,"2700 ms",config.xlsx,S_1_V80_30.mp4,2,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2233,6.56,675b566662337f54d9e25c18
1264,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:10:43 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Bad,"13200 ms",config.xlsx,S_1_V80_30.mp4,2,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2233,6.56,601ab3dd36aef03452cd91d3
1265,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:10:51 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Good,"1200 ms",config.xlsx,S_5_V30_80.mp4,11,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1230,3.09,65fafe2b603298c26c3b4476
1266,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:10:51 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Poor,"3100 ms",config.xlsx,S_17_V80_30.mp4,40,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,120,16:9,7438,17.78,653fc00d3035a31db0314c28
1267,d7501d1dd69a06794a22e13885179c9b,"Wednesday 19th of March 2025 10:10:56 AM UTC",Hungary,"Above 45",Male,GCSEs,Humanistic,"Neutral (0)",Low,Art,Fair,"5900 ms",config.xlsx,S_7_V30_80.mp4,15,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2181,5.21,675b566662337f54d9e25c18
1268,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:11:08 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Fair,"1400 ms",config.xlsx,S_11_V80_30.mp4,26,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1670,3.99,601ab3dd36aef03452cd91d3
1269,431b49dc1370835b6ecdea23cae3c0d9,"Wednesday 19th of March 2025 10:11:18 AM UTC",Netherlands,"31 to 45",Female,Post-Graduate,Social,"Positive (+)",Medium,Nature,Excellent,"2500 ms",config.xlsx,S_2_V100_50.mp4,5,"Chrome 134.0.0.0","1920 X 1080",Mac,1080,1920,60,16:9,8738,25.27,653fc00d3035a31db0314c28
1270,e010197d037c7b4126cea6f7ec59cb4f,"Wednesday 19th of March 2025 10:11:23 AM UTC",Kenya,"19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Low,"IT, Computers",Good,"2600 ms",config.xlsx,S_1_V100_50.mp4,3,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,11622,34.12,65fafe2b603298c26c3b4476
1271,41d7061bedf044b5e3364540533af5e4,"Wednesday 19th of March 2025 10:11:27 AM UTC",Mexico,"19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Bad,"1200 ms",config.xlsx,L_4_V30_80.mp4,63,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,918,6.57,6672fea3fe6378e257b6ef25
1272,e1964de75c44f6af8eeccee9b5c43c03,"Wednesday 19th of March 2025 10:11:27 AM UTC",Sweden,"31 to 45",Other,GCSEs,Other,"Neutral (0)",Medium,Gaming,Poor,"3500 ms",config.xlsx,L_22_V30_80.mp4,75,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3053,21.86,5cd083548702e10018e3b0a5
1273,fd450a377d07157e08e558292f60edf0,"Wednesday 19th of March 2025 10:11:27 AM UTC",Italy,"19 to 30",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"21100 ms",config.xlsx,L_7_V80_30.mp4,65,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,605,4.33,66cf266fa56d41c1f8dc32ad
1274,1d537f27c2961a728de9b5896c060850,"Wednesday 19th of March 2025 10:11:28 AM UTC","United Kingdom","19 to 30",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cooking, food",Excellent,"5000 ms",config.xlsx,L_17_V50_100.mp4,72,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,19031,136.25,5c2ff627407f1b0001f43f31
1275,c85ff640c33a9abadd76cecade8b2db5,"Wednesday 19th of March 2025 10:11:33 AM UTC",Greece,"19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Medium,Art,Fair,"2400 ms",config.xlsx,S_7_V100_50.mp4,17,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,13350,31.91,601ab3dd36aef03452cd91d3
