Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
1772,e6f6e9fcf454b6011e9b4e1d8f30f0d2,"Wednesday 19th of March 2025 10:03:38 AM UTC",Portugal,"19 to 30",Female,Undergraduate,Legal,"Positive (+)",Low,Literature,Fair,"1600 ms",config.xlsx,S_18_ProfileC70.mp4,105,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,120,16:9,7524,17.95,61278561abb03057313a44fc
1773,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:03:38 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Excellent,"1100 ms",config.xlsx,S_13_ProfileC90.mp4,24,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,11256,26.85,5f857edcc4d42502bec40821
1774,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:03:47 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Poor,"1100 ms",config.xlsx,S_8_ProfileC30.mp4,31,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,649,1.55,5d0505f9b944d800182b7779
1775,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:03:49 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Fair,"900 ms",config.xlsx,S_9_ProfileC90.mp4,23,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,25382,60.55,5f5a27482be30c0718bbf1e0
1776,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:03:51 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"3700 ms",config.xlsx,S_20_ProfileC30.mp4,33,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2153,5.14,66b4c395dcbd2ffbf440c3e4
1777,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:03:55 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Fair,"1200 ms",config.xlsx,S_10_ProfileC70.mp4,100,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,2106,5.02,5ec2c5ce3ec49b0dcbc4264e
1778,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:03:55 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Excellent,"900 ms",config.xlsx,S_20_ProfileC70.mp4,56,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,8365,19.95,665596192af3e3aae3150a08
1779,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:03:58 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Poor,"1900 ms",config.xlsx,S_24_ProfileC30.mp4,42,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,615,1.47,5e209e63f814783b253a93ed
1780,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:04:00 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Good,"1000 ms",config.xlsx,S_22_ProfileC70.mp4,25,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8985,21.43,5f857edcc4d42502bec40821
1781,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:04:09 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Fair,"1400 ms",config.xlsx,S_19_ProfileC50.mp4,32,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3423,8.16,5d0505f9b944d800182b7779
1782,65ac5f51f95890c9055b1435cd388e72,"Wednesday 19th of March 2025 10:04:10 AM UTC","United States","31 to 45",Male,Undergraduate,Medical,"Positive (+)",Low,Health,Excellent,"1700 ms",config.xlsx,S_19_ProfileC90.mp4,46,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,,,67918d2d5514025fb6973c38
1783,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:04:12 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Good,"2400 ms",config.xlsx,S_13_ProfileC90.mp4,24,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,11256,26.85,5f5a27482be30c0718bbf1e0
1784,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:04:13 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"1000 ms",config.xlsx,S_9_ProfileC50.mp4,34,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1167,2.78,66b4c395dcbd2ffbf440c3e4
1785,e6f6e9fcf454b6011e9b4e1d8f30f0d2,"Wednesday 19th of March 2025 10:04:16 AM UTC",Portugal,"19 to 30",Female,Undergraduate,Legal,"Positive (+)",Low,Literature,Bad,"900 ms",config.xlsx,S_24_ProfileC30.mp4,106,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,188,16:9,615,1.47,61278561abb03057313a44fc
1786,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:04:17 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Bad,"700 ms",config.xlsx,S_10_ProfileC30.mp4,57,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,449,1.07,665596192af3e3aae3150a08
1787,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:04:18 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Fair,"1700 ms",config.xlsx,S_17_ProfileC90.mp4,101,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,27006,64.42,5ec2c5ce3ec49b0dcbc4264e
1788,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:04:20 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Fair,"1300 ms",config.xlsx,S_16_ProfileC30.mp4,43,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,966,2.31,5e209e63f814783b253a93ed
1789,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:04:22 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Excellent,"900 ms",config.xlsx,S_18_ProfileC70.mp4,26,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7524,17.95,5f857edcc4d42502bec40821
1790,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:04:32 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Poor,"1300 ms",config.xlsx,S_20_ProfileC30.mp4,33,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2153,5.14,5d0505f9b944d800182b7779
1791,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:04:34 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Good,"1400 ms",config.xlsx,S_22_ProfileC70.mp4,25,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,8985,21.43,5f5a27482be30c0718bbf1e0
1792,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:04:35 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Bad,"1400 ms",config.xlsx,S_4_ProfileC30.mp4,35,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,187,0.42,66b4c395dcbd2ffbf440c3e4
1793,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:04:39 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Bad,"700 ms",config.xlsx,S_12_ProfileC30.mp4,58,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1011,2.41,665596192af3e3aae3150a08
1794,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:04:42 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Fair,"3400 ms",config.xlsx,S_8_ProfileC70.mp4,102,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,1531,3.65,5ec2c5ce3ec49b0dcbc4264e
1795,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:04:44 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Fair,"2900 ms",config.xlsx,S_9_ProfileC50.mp4,44,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1167,2.78,5e209e63f814783b253a93ed
1796,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:04:49 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Good,"900 ms",config.xlsx,S_1_ProfileC90.mp4,27,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,21.55,5f857edcc4d42502bec40821
1797,e6f6e9fcf454b6011e9b4e1d8f30f0d2,"Wednesday 19th of March 2025 10:04:54 AM UTC",Portugal,"19 to 30",Female,Undergraduate,Legal,"Positive (+)",Low,Literature,Bad,"1900 ms",config.xlsx,S_4_ProfileC30.mp4,107,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,117,16:9,187,0.42,61278561abb03057313a44fc
1798,65ac5f51f95890c9055b1435cd388e72,"Wednesday 19th of March 2025 10:04:55 AM UTC","United States","31 to 45",Male,Undergraduate,Medical,"Positive (+)",Low,Health,Good,"1100 ms",config.xlsx,S_4_ProfileC90.mp4,47,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,,,67918d2d5514025fb6973c38
1799,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:04:56 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Fair,"2400 ms",config.xlsx,S_9_ProfileC50.mp4,34,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1167,2.78,5d0505f9b944d800182b7779
1800,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:04:56 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Good,"1500 ms",config.xlsx,S_18_ProfileC70.mp4,26,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,7524,17.95,5f5a27482be30c0718bbf1e0
1801,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:05:00 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"1900 ms",config.xlsx,S_5_ProfileC90.mp4,36,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,6923,17.38,66b4c395dcbd2ffbf440c3e4
1802,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:05:01 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Excellent,"1000 ms",config.xlsx,S_20_ProfileC70.mp4,59,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,8365,19.95,665596192af3e3aae3150a08
1803,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:05:06 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Good,"1000 ms",config.xlsx,S_22_ProfileC70.mp4,45,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8985,21.43,5e209e63f814783b253a93ed
1804,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:05:11 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Poor,"7200 ms",config.xlsx,S_17_ProfileC50.mp4,103,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,4501,10.74,5ec2c5ce3ec49b0dcbc4264e
1805,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:05:11 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Fair,"800 ms",config.xlsx,S_20_ProfileC30.mp4,28,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2153,5.14,5f857edcc4d42502bec40821
1806,65ac5f51f95890c9055b1435cd388e72,"Wednesday 19th of March 2025 10:05:15 AM UTC","United States","31 to 45",Male,Undergraduate,Medical,"Positive (+)",Low,Health,Excellent,"1100 ms",config.xlsx,S_25_ProfileC90.mp4,48,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7669,12.38,67918d2d5514025fb6973c38
1807,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:05:17 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Bad,"1200 ms",config.xlsx,S_4_ProfileC30.mp4,35,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,187,0.42,5d0505f9b944d800182b7779
1808,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:05:19 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Poor,"1200 ms",config.xlsx,S_3_ProfileC50.mp4,60,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1597,3.03,665596192af3e3aae3150a08
1809,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:05:23 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Fair,"800 ms",config.xlsx,S_1_ProfileC90.mp4,27,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,7355,21.55,5f5a27482be30c0718bbf1e0
1810,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:05:24 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"2000 ms",config.xlsx,S_6_ProfileC70.mp4,37,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2927,6.64,66b4c395dcbd2ffbf440c3e4
1811,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:05:28 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Good,"1200 ms",config.xlsx,S_19_ProfileC90.mp4,46,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,22810,54.41,5e209e63f814783b253a93ed
1812,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:05:33 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Poor,"1700 ms",config.xlsx,S_7_ProfileC50.mp4,104,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,514,1.23,5ec2c5ce3ec49b0dcbc4264e
1813,e6f6e9fcf454b6011e9b4e1d8f30f0d2,"Wednesday 19th of March 2025 10:05:35 AM UTC",Portugal,"19 to 30",Female,Undergraduate,Legal,"Positive (+)",Low,Literature,Fair,"1400 ms",config.xlsx,S_6_ProfileC70.mp4,108,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,118,16:9,2927,6.64,61278561abb03057313a44fc
1814,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:05:37 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Poor,"600 ms",config.xlsx,S_1_ProfileC50.mp4,29,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1571,4.60,5f857edcc4d42502bec40821
1815,65ac5f51f95890c9055b1435cd388e72,"Wednesday 19th of March 2025 10:05:38 AM UTC","United States","31 to 45",Male,Undergraduate,Medical,"Positive (+)",Low,Health,Excellent,"1300 ms",config.xlsx,S_19_ProfileC50.mp4,49,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3423,8.16,67918d2d5514025fb6973c38
1816,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:05:41 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Good,"1000 ms",config.xlsx,S_5_ProfileC90.mp4,36,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,6923,17.38,5d0505f9b944d800182b7779
1817,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:05:43 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Excellent,"1700 ms",config.xlsx,S_14_ProfileC70.mp4,61,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7355,17.54,665596192af3e3aae3150a08
1818,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:05:49 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"3200 ms",config.xlsx,S_19_ProfileC90.mp4,38,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,22810,54.41,66b4c395dcbd2ffbf440c3e4
1819,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:05:50 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Excellent,"1200 ms",config.xlsx,S_4_ProfileC90.mp4,47,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,12306,27.90,5e209e63f814783b253a93ed
1820,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:05:51 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Poor,"7200 ms",config.xlsx,S_20_ProfileC30.mp4,28,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,2153,5.14,5f5a27482be30c0718bbf1e0
1821,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:05:56 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Good,"1400 ms",config.xlsx,S_18_ProfileC70.mp4,105,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,7524,17.95,5ec2c5ce3ec49b0dcbc4264e
1822,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:05:59 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Good,"900 ms",config.xlsx,S_17_ProfileC90.mp4,30,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,27006,64.42,5f857edcc4d42502bec40821
1823,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:06:02 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Good,"1300 ms",config.xlsx,S_6_ProfileC70.mp4,37,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2927,6.64,5d0505f9b944d800182b7779
1824,e6f6e9fcf454b6011e9b4e1d8f30f0d2,"Wednesday 19th of March 2025 10:06:04 AM UTC",Portugal,"19 to 30",Female,Undergraduate,Legal,"Positive (+)",Low,Literature,Poor,"1800 ms",config.xlsx,S_18_ProfileC30.mp4,109,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,187,16:9,2083,4.97,61278561abb03057313a44fc
1825,65ac5f51f95890c9055b1435cd388e72,"Wednesday 19th of March 2025 10:06:05 AM UTC","United States","31 to 45",Male,Undergraduate,Medical,"Positive (+)",Low,Health,Good,"1000 ms",config.xlsx,S_5_ProfileC50.mp4,50,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,869,2.18,67918d2d5514025fb6973c38
1826,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:06:05 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Bad,"1700 ms",config.xlsx,S_12_ProfileC30.mp4,62,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,145,16:9,1011,2.41,665596192af3e3aae3150a08
1827,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:06:06 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Good,"1600 ms",config.xlsx,S_25_ProfileC90.mp4,48,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7669,12.38,5e209e63f814783b253a93ed
1828,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:06:13 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Excellent,"2900 ms",config.xlsx,S_13_ProfileC90.mp4,39,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,11256,26.85,66b4c395dcbd2ffbf440c3e4
1829,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:06:17 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Poor,"1000 ms",config.xlsx,S_24_ProfileC30.mp4,106,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,615,1.47,5ec2c5ce3ec49b0dcbc4264e
1830,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:06:19 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Poor,"2400 ms",config.xlsx,S_1_ProfileC50.mp4,29,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,60,16:9,1571,4.60,5f5a27482be30c0718bbf1e0
1831,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:06:21 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Poor,"900 ms",config.xlsx,S_8_ProfileC30.mp4,31,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,649,1.55,5f857edcc4d42502bec40821
1832,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:06:24 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Excellent,"1000 ms",config.xlsx,S_19_ProfileC90.mp4,38,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,22810,54.41,5d0505f9b944d800182b7779
1833,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:06:30 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Fair,"3100 ms",config.xlsx,S_19_ProfileC50.mp4,49,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3423,8.16,5e209e63f814783b253a93ed
1834,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:06:30 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Bad,"3300 ms",config.xlsx,S_11_ProfileC50.mp4,63,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,145,16:9,691,1.65,665596192af3e3aae3150a08
1835,e6f6e9fcf454b6011e9b4e1d8f30f0d2,"Wednesday 19th of March 2025 10:06:34 AM UTC",Portugal,"19 to 30",Female,Undergraduate,Legal,"Positive (+)",Low,Literature,Excellent,"3800 ms",config.xlsx,S_16_ProfileC70.mp4,110,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,4282,10.21,61278561abb03057313a44fc
1836,a38108bce322f421f641a0d3e67fbf74,"Wednesday 19th of March 2025 10:06:36 AM UTC",Greece,"31 to 45",Male,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"1700 ms",config.xlsx,S_10_ProfileC30.mp4,40,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,449,1.07,66b4c395dcbd2ffbf440c3e4
1837,65ac5f51f95890c9055b1435cd388e72,"Wednesday 19th of March 2025 10:06:38 AM UTC","United States","31 to 45",Male,Undergraduate,Medical,"Positive (+)",Low,Health,Good,"1200 ms",config.xlsx,S_21_ProfileC90.mp4,51,"Chrome 131.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,,,67918d2d5514025fb6973c38
1838,c3365ac6423a8209dfdac115ff05116c,"Wednesday 19th of March 2025 10:06:42 AM UTC",Hungary,"31 to 45",Male,Post-Graduate,Economic,"Positive (+)",Medium,"Cars, automotive",Excellent,"1100 ms",config.xlsx,S_17_ProfileC90.mp4,30,"Chrome 134.0.0.0","2304 X 1296",Mac,1080,1920,187,16:9,27006,64.42,5f5a27482be30c0718bbf1e0
1839,562734c86c3316cbd12211a6555f4b85,"Wednesday 19th of March 2025 10:06:42 AM UTC",Greece,"Above 45",Female,Undergraduate,Administrative,"Positive (+)",Medium,Beauty,Fair,"900 ms",config.xlsx,S_19_ProfileC50.mp4,32,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3423,8.16,5f857edcc4d42502bec40821
1840,6300ad126dbd8e838593d063b04d259d,"Wednesday 19th of March 2025 10:06:43 AM UTC",Belgium,"31 to 45",Male,Undergraduate,Artistic,"Positive (+)",Low,Art,Poor,"5400 ms",config.xlsx,S_4_ProfileC30.mp4,107,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,187,0.42,5ec2c5ce3ec49b0dcbc4264e
1841,de59d6ba393a0068c93c28e058b22ed4,"Wednesday 19th of March 2025 10:06:46 AM UTC",Italy,"31 to 45",Female,Undergraduate,Economic,"Positive (+)",Low,Literature,Excellent,"700 ms",config.xlsx,S_13_ProfileC90.mp4,39,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,11256,26.85,5d0505f9b944d800182b7779
1842,1f48c520f5c03a2135a89c2ca80a0464,"Wednesday 19th of March 2025 10:06:54 AM UTC",Kazakhstan,"19 to 30",Male,Post-Graduate,Artistic,"Neutral (0)",Medium,Beauty,Fair,"1700 ms",config.xlsx,S_23_ProfileC50.mp4,64,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1016,2.42,665596192af3e3aae3150a08
1843,7cb4fcc9b5a16cbcd50a574ad2e5f7de,"Wednesday 19th of March 2025 10:06:55 AM UTC",Italy,"19 to 30",Female,Doctoral,Medical,"Neutral (0)",Medium,Art,Poor,"2900 ms",config.xlsx,S_5_ProfileC50.mp4,50,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,869,2.18,5e209e63f814783b253a93ed
